id;foto;nombre;descripcion;precio;restaurante_id;SQL
161;default_menu.png;Zucchini - Yellow;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;79.82;518;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (161, 'default_menu.png', 'Zucchini - Yellow', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 79.82, 518);"
162;default_menu.png;Wine - White, Chardonnay;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;84;72;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (162, 'default_menu.png', 'Wine - White, Chardonnay', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 84, 72);"
163;default_menu.png;Scallops 60/80 Iqf;sunt in culpa qui officia deserunt mollit anim id est laborum.;27.6;637;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (163, 'default_menu.png', 'Scallops 60/80 Iqf', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 27.6, 637);"
164;default_menu.png;Edible Flower - Mixed;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;96.55;73;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (164, 'default_menu.png', 'Edible Flower - Mixed', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 96.55, 73);"
165;default_menu.png;Nut - Walnut, Pieces;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;61.97;113;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (165, 'default_menu.png', 'Nut - Walnut, Pieces', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 61.97, 113);"
166;default_menu.png;Syrup - Pancake;Lorem ipsum dolor sit amet;62.14;630;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (166, 'default_menu.png', 'Syrup - Pancake', 'Lorem ipsum dolor sit amet', 62.14, 630);"
167;default_menu.png;Pear - Packum;consectetur adipiscing elit;1.07;996;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (167, 'default_menu.png', 'Pear - Packum', 'consectetur adipiscing elit', 1.07, 996);"
168;default_menu.png;Creamers - 10%;Lorem ipsum dolor sit amet;51.29;508;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (168, 'default_menu.png', 'Creamers - 10%', 'Lorem ipsum dolor sit amet', 51.29, 508);"
169;default_menu.png;Cheese - Cheddar, Mild;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;67.81;64;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (169, 'default_menu.png', 'Cheese - Cheddar, Mild', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 67.81, 64);"
170;default_menu.png;Pepper - Black, Crushed;consectetur adipiscing elit;65.96;471;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (170, 'default_menu.png', 'Pepper - Black, Crushed', 'consectetur adipiscing elit', 65.96, 471);"
171;default_menu.png;Wine - Red, Concha Y Toro;consectetur adipiscing elit;75.41;19;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (171, 'default_menu.png', 'Wine - Red, Concha Y Toro', 'consectetur adipiscing elit', 75.41, 19);"
172;default_menu.png;Glass Clear 8 Oz;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;61.75;740;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (172, 'default_menu.png', 'Glass Clear 8 Oz', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 61.75, 740);"
173;default_menu.png;Milk - 2%;sunt in culpa qui officia deserunt mollit anim id est laborum.;46.48;259;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (173, 'default_menu.png', 'Milk - 2%', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 46.48, 259);"
174;default_menu.png;Sauce - Oyster;Lorem ipsum dolor sit amet;17.44;339;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (174, 'default_menu.png', 'Sauce - Oyster', 'Lorem ipsum dolor sit amet', 17.44, 339);"
175;default_menu.png;Wine - Pinot Noir Mondavi Coastal;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;47.98;249;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (175, 'default_menu.png', 'Wine - Pinot Noir Mondavi Coastal', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 47.98, 249);"
176;default_menu.png;Mustard - Individual Pkg;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;39.05;325;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (176, 'default_menu.png', 'Mustard - Individual Pkg', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 39.05, 325);"
177;default_menu.png;Quail - Jumbo;Lorem ipsum dolor sit amet;32.14;844;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (177, 'default_menu.png', 'Quail - Jumbo', 'Lorem ipsum dolor sit amet', 32.14, 844);"
178;default_menu.png;Water - Evian 355 Ml;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;87.41;157;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (178, 'default_menu.png', 'Water - Evian 355 Ml', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 87.41, 157);"
179;default_menu.png;Coconut Milk - Unsweetened;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;2.68;748;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (179, 'default_menu.png', 'Coconut Milk - Unsweetened', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 2.68, 748);"
180;default_menu.png;Croissant, Raw - Mini;consectetur adipiscing elit;45.87;957;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (180, 'default_menu.png', 'Croissant, Raw - Mini', 'consectetur adipiscing elit', 45.87, 957);"
181;default_menu.png;Bread - Rolls, Rye;sunt in culpa qui officia deserunt mollit anim id est laborum.;59.96;27;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (181, 'default_menu.png', 'Bread - Rolls, Rye', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 59.96, 27);"
182;default_menu.png;Sprouts - Baby Pea Tendrils;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;93.21;580;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (182, 'default_menu.png', 'Sprouts - Baby Pea Tendrils', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 93.21, 580);"
183;default_menu.png;Wine - Sauvignon Blanc;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;81.36;346;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (183, 'default_menu.png', 'Wine - Sauvignon Blanc', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 81.36, 346);"
184;default_menu.png;Worcestershire Sauce;sunt in culpa qui officia deserunt mollit anim id est laborum.;26.39;770;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (184, 'default_menu.png', 'Worcestershire Sauce', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 26.39, 770);"
185;default_menu.png;Bagel - 12 Grain Preslice;consectetur adipiscing elit;46.8;762;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (185, 'default_menu.png', 'Bagel - 12 Grain Preslice', 'consectetur adipiscing elit', 46.8, 762);"
186;default_menu.png;Sloe Gin - Mcguinness;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;3.13;461;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (186, 'default_menu.png', 'Sloe Gin - Mcguinness', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 3.13, 461);"
187;default_menu.png;Beer - Moosehead;sunt in culpa qui officia deserunt mollit anim id est laborum.;84.05;887;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (187, 'default_menu.png', 'Beer - Moosehead', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 84.05, 887);"
188;default_menu.png;Chives - Fresh;Lorem ipsum dolor sit amet;49.82;764;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (188, 'default_menu.png', 'Chives - Fresh', 'Lorem ipsum dolor sit amet', 49.82, 764);"
189;default_menu.png;Jam - Raspberry;sunt in culpa qui officia deserunt mollit anim id est laborum.;35.61;574;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (189, 'default_menu.png', 'Jam - Raspberry', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 35.61, 574);"
190;default_menu.png;Soda Water - Club Soda, 355 Ml;sunt in culpa qui officia deserunt mollit anim id est laborum.;82.47;752;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (190, 'default_menu.png', 'Soda Water - Club Soda, 355 Ml', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 82.47, 752);"
191;default_menu.png;Wine - Red, Pinot Noir, Chateau;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;81.88;486;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (191, 'default_menu.png', 'Wine - Red, Pinot Noir, Chateau', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 81.88, 486);"
192;default_menu.png;Wine - Chardonnay South;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;97;739;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (192, 'default_menu.png', 'Wine - Chardonnay South', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 97, 739);"
193;default_menu.png;Stock - Beef, Brown;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;65.69;231;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (193, 'default_menu.png', 'Stock - Beef, Brown', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 65.69, 231);"
194;default_menu.png;Corn - Cream, Canned;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;96.41;586;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (194, 'default_menu.png', 'Corn - Cream, Canned', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 96.41, 586);"
195;default_menu.png;Ham - Black Forest;sunt in culpa qui officia deserunt mollit anim id est laborum.;46.36;781;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (195, 'default_menu.png', 'Ham - Black Forest', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 46.36, 781);"
196;default_menu.png;Stock - Chicken, White;consectetur adipiscing elit;80.76;608;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (196, 'default_menu.png', 'Stock - Chicken, White', 'consectetur adipiscing elit', 80.76, 608);"
197;default_menu.png;Beef - Striploin Aa;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;31;685;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (197, 'default_menu.png', 'Beef - Striploin Aa', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 31, 685);"
198;default_menu.png;Fish - Artic Char, Cold Smoked;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;20.11;199;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (198, 'default_menu.png', 'Fish - Artic Char, Cold Smoked', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 20.11, 199);"
199;default_menu.png;Pickle - Dill;sunt in culpa qui officia deserunt mollit anim id est laborum.;38.18;656;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (199, 'default_menu.png', 'Pickle - Dill', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 38.18, 656);"
200;default_menu.png;Nescafe - Frothy French Vanilla;sunt in culpa qui officia deserunt mollit anim id est laborum.;90.93;262;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (200, 'default_menu.png', 'Nescafe - Frothy French Vanilla', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 90.93, 262);"
201;default_menu.png;Beef - Top Butt Aaa;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;22.95;803;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (201, 'default_menu.png', 'Beef - Top Butt Aaa', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 22.95, 803);"
202;default_menu.png;Dried Apple;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;2.19;951;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (202, 'default_menu.png', 'Dried Apple', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 2.19, 951);"
203;default_menu.png;Nut - Almond, Blanched, Sliced;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;72.41;925;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (203, 'default_menu.png', 'Nut - Almond, Blanched, Sliced', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 72.41, 925);"
204;default_menu.png;Myers Planters Punch;Lorem ipsum dolor sit amet;22.09;822;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (204, 'default_menu.png', 'Myers Planters Punch', 'Lorem ipsum dolor sit amet', 22.09, 822);"
205;default_menu.png;Cranberries - Fresh;Lorem ipsum dolor sit amet;77.89;327;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (205, 'default_menu.png', 'Cranberries - Fresh', 'Lorem ipsum dolor sit amet', 77.89, 327);"
206;default_menu.png;Calvados - Boulard;Lorem ipsum dolor sit amet;41.44;493;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (206, 'default_menu.png', 'Calvados - Boulard', 'Lorem ipsum dolor sit amet', 41.44, 493);"
207;default_menu.png;Chef Hat 25cm;sunt in culpa qui officia deserunt mollit anim id est laborum.;8.05;364;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (207, 'default_menu.png', 'Chef Hat 25cm', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 8.05, 364);"
208;default_menu.png;Crab Brie In Phyllo;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;68.42;579;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (208, 'default_menu.png', 'Crab Brie In Phyllo', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 68.42, 579);"
209;default_menu.png;Nut - Pistachio, Shelled;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;11.77;621;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (209, 'default_menu.png', 'Nut - Pistachio, Shelled', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 11.77, 621);"
210;default_menu.png;Pasta - Cannelloni, Sheets, Fresh;consectetur adipiscing elit;15.4;906;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (210, 'default_menu.png', 'Pasta - Cannelloni, Sheets, Fresh', 'consectetur adipiscing elit', 15.4, 906);"
211;default_menu.png;Lettuce - Red Leaf;Lorem ipsum dolor sit amet;54.96;680;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (211, 'default_menu.png', 'Lettuce - Red Leaf', 'Lorem ipsum dolor sit amet', 54.96, 680);"
212;default_menu.png;Soup - Beef, Base Mix;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;36.03;883;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (212, 'default_menu.png', 'Soup - Beef, Base Mix', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 36.03, 883);"
213;default_menu.png;Dried Cherries;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;81.68;860;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (213, 'default_menu.png', 'Dried Cherries', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 81.68, 860);"
214;default_menu.png;Wine - White, French Cross;sunt in culpa qui officia deserunt mollit anim id est laborum.;99.17;960;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (214, 'default_menu.png', 'Wine - White, French Cross', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 99.17, 960);"
215;default_menu.png;Everfresh Products;Lorem ipsum dolor sit amet;26.04;201;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (215, 'default_menu.png', 'Everfresh Products', 'Lorem ipsum dolor sit amet', 26.04, 201);"
216;default_menu.png;Venison - Liver;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;72.57;753;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (216, 'default_menu.png', 'Venison - Liver', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 72.57, 753);"
217;default_menu.png;Foam Espresso Cup Plain White;sunt in culpa qui officia deserunt mollit anim id est laborum.;40.92;202;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (217, 'default_menu.png', 'Foam Espresso Cup Plain White', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 40.92, 202);"
218;default_menu.png;Cake - Pancake;Lorem ipsum dolor sit amet;47.42;902;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (218, 'default_menu.png', 'Cake - Pancake', 'Lorem ipsum dolor sit amet', 47.42, 902);"
219;default_menu.png;Pail With Metal Handle 16l White;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;92.12;641;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (219, 'default_menu.png', 'Pail With Metal Handle 16l White', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 92.12, 641);"
220;default_menu.png;Brandy Apricot;Lorem ipsum dolor sit amet;30.53;288;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (220, 'default_menu.png', 'Brandy Apricot', 'Lorem ipsum dolor sit amet', 30.53, 288);"
221;default_menu.png;Eel - Smoked;Lorem ipsum dolor sit amet;55;974;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (221, 'default_menu.png', 'Eel - Smoked', 'Lorem ipsum dolor sit amet', 55, 974);"
222;default_menu.png;Pastry - Butterscotch Baked;Lorem ipsum dolor sit amet;83.19;362;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (222, 'default_menu.png', 'Pastry - Butterscotch Baked', 'Lorem ipsum dolor sit amet', 83.19, 362);"
223;default_menu.png;Lamb - Whole, Fresh;consectetur adipiscing elit;6.81;69;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (223, 'default_menu.png', 'Lamb - Whole, Fresh', 'consectetur adipiscing elit', 6.81, 69);"
224;default_menu.png;Sea Urchin;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;8.43;772;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (224, 'default_menu.png', 'Sea Urchin', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 8.43, 772);"
225;default_menu.png;Peach - Halves;Lorem ipsum dolor sit amet;48.52;288;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (225, 'default_menu.png', 'Peach - Halves', 'Lorem ipsum dolor sit amet', 48.52, 288);"
226;default_menu.png;Truffle - Whole Black Peeled;consectetur adipiscing elit;41.75;934;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (226, 'default_menu.png', 'Truffle - Whole Black Peeled', 'consectetur adipiscing elit', 41.75, 934);"
227;default_menu.png;Compound - Strawberry;sunt in culpa qui officia deserunt mollit anim id est laborum.;81;327;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (227, 'default_menu.png', 'Compound - Strawberry', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 81, 327);"
228;default_menu.png;Mushroom - Morel Frozen;consectetur adipiscing elit;32.93;901;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (228, 'default_menu.png', 'Mushroom - Morel Frozen', 'consectetur adipiscing elit', 32.93, 901);"
229;default_menu.png;Table Cloth 72x144 White;consectetur adipiscing elit;13.89;520;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (229, 'default_menu.png', 'Table Cloth 72x144 White', 'consectetur adipiscing elit', 13.89, 520);"
230;default_menu.png;Butter - Unsalted;Lorem ipsum dolor sit amet;2.1;745;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (230, 'default_menu.png', 'Butter - Unsalted', 'Lorem ipsum dolor sit amet', 2.1, 745);"
231;default_menu.png;Baking Soda;consectetur adipiscing elit;1.27;345;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (231, 'default_menu.png', 'Baking Soda', 'consectetur adipiscing elit', 1.27, 345);"
