id;cantidad;precio;menu_id;pedido_id;SQL
192;11;627.59;51;359;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (192, 11, 627.59, 51, 359);"
193;69;714.64;60;16;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (193, 69, 714.64, 60, 16);"
194;6;402.74;85;807;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (194, 6, 402.74, 85, 807);"
195;23;969.91;95;183;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (195, 23, 969.91, 95, 183);"
196;70;90.05;46;417;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (196, 70, 90.05, 46, 417);"
197;25;794.59;16;22;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (197, 25, 794.59, 16, 22);"
198;79;364.68;38;671;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (198, 79, 364.68, 38, 671);"
199;22;372.03;87;230;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (199, 22, 372.03, 87, 230);"
200;45;222.83;13;696;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (200, 45, 222.83, 13, 696);"
201;65;826.6;61;81;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (201, 65, 826.6, 61, 81);"
202;33;810.31;17;791;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (202, 33, 810.31, 17, 791);"
203;100;390.94;28;797;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (203, 100, 390.94, 28, 797);"
204;10;291.01;81;998;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (204, 10, 291.01, 81, 998);"
205;72;127.11;69;786;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (205, 72, 127.11, 69, 786);"
206;98;805.49;34;817;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (206, 98, 805.49, 34, 817);"
207;59;177.2;45;617;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (207, 59, 177.2, 45, 617);"
208;55;939.62;36;56;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (208, 55, 939.62, 36, 56);"
209;51;338.93;28;666;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (209, 51, 338.93, 28, 666);"
210;100;470.64;61;755;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (210, 100, 470.64, 61, 755);"
211;28;323.03;90;859;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (211, 28, 323.03, 90, 859);"
212;1;828;97;199;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (212, 1, 828, 97, 199);"
213;14;234.5;19;458;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (213, 14, 234.5, 19, 458);"
214;5;983.55;93;518;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (214, 5, 983.55, 93, 518);"
215;23;372.91;7;843;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (215, 23, 372.91, 7, 843);"
216;87;981.97;62;541;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (216, 87, 981.97, 62, 541);"
217;63;666.59;75;17;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (217, 63, 666.59, 75, 17);"
218;96;938.68;65;404;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (218, 96, 938.68, 65, 404);"
219;2;309.49;5;503;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (219, 2, 309.49, 5, 503);"
220;21;273.16;17;87;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (220, 21, 273.16, 17, 87);"
221;28;438.98;74;596;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (221, 28, 438.98, 74, 596);"
222;82;107.89;13;945;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (222, 82, 107.89, 13, 945);"
223;97;887.41;18;834;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (223, 97, 887.41, 18, 834);"
224;13;955.01;4;34;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (224, 13, 955.01, 4, 34);"
225;22;635.96;37;342;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (225, 22, 635.96, 37, 342);"
226;16;522.08;94;505;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (226, 16, 522.08, 94, 505);"
227;56;138.88;15;102;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (227, 56, 138.88, 15, 102);"
228;44;924.68;4;351;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (228, 44, 924.68, 4, 351);"
229;3;993.98;37;286;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (229, 3, 993.98, 37, 286);"
230;16;127.83;6;466;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (230, 16, 127.83, 6, 466);"
231;19;623.85;4;199;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (231, 19, 623.85, 4, 199);"
232;2;366.98;99;75;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (232, 2, 366.98, 99, 75);"
233;15;9.67;20;863;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (233, 15, 9.67, 20, 863);"
234;29;744.87;51;795;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (234, 29, 744.87, 51, 795);"
235;74;1.99;24;268;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (235, 74, 1.99, 24, 268);"
236;21;748.43;73;246;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (236, 21, 748.43, 73, 246);"
237;76;272.16;19;241;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (237, 76, 272.16, 19, 241);"
238;90;290.85;12;554;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (238, 90, 290.85, 12, 554);"
239;92;763.4;25;511;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (239, 92, 763.4, 25, 511);"
240;19;711.08;52;977;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (240, 19, 711.08, 52, 977);"
241;3;756.79;38;536;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (241, 3, 756.79, 38, 536);"
242;55;214.11;32;182;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (242, 55, 214.11, 32, 182);"
243;74;415.76;25;885;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (243, 74, 415.76, 25, 885);"
244;64;377.7;83;87;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (244, 64, 377.7, 83, 87);"
245;42;359.7;79;624;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (245, 42, 359.7, 79, 624);"
246;19;793.54;64;301;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (246, 19, 793.54, 64, 301);"
247;20;767.69;89;175;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (247, 20, 767.69, 89, 175);"
248;92;848.22;59;791;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (248, 92, 848.22, 59, 791);"
249;32;874.96;82;936;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (249, 32, 874.96, 82, 936);"
250;97;192.52;13;490;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (250, 97, 192.52, 13, 490);"
251;66;804.23;9;66;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (251, 66, 804.23, 9, 66);"
252;82;497.12;19;501;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (252, 82, 497.12, 19, 501);"
253;52;546.9;21;830;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (253, 52, 546.9, 21, 830);"
254;54;973.61;72;338;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (254, 54, 973.61, 72, 338);"
255;74;269.99;75;626;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (255, 74, 269.99, 75, 626);"
256;17;72.24;70;635;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (256, 17, 72.24, 70, 635);"
257;70;958.47;39;625;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (257, 70, 958.47, 39, 625);"
258;31;224.79;82;494;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (258, 31, 224.79, 82, 494);"
259;56;25.42;48;706;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (259, 56, 25.42, 48, 706);"
260;59;209.92;38;989;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (260, 59, 209.92, 38, 989);"
261;72;727.57;6;94;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (261, 72, 727.57, 6, 94);"
262;54;267.58;92;590;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (262, 54, 267.58, 92, 590);"
263;87;552.83;84;376;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (263, 87, 552.83, 84, 376);"
264;18;345.05;27;527;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (264, 18, 345.05, 27, 527);"
265;12;101.09;12;337;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (265, 12, 101.09, 12, 337);"
266;1;713.5;81;54;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (266, 1, 713.5, 81, 54);"
267;59;906.82;32;479;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (267, 59, 906.82, 32, 479);"
268;15;963.82;22;275;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (268, 15, 963.82, 22, 275);"
269;24;225.73;69;377;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (269, 24, 225.73, 69, 377);"
270;2;569.93;61;593;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (270, 2, 569.93, 61, 593);"
271;28;312.72;85;991;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (271, 28, 312.72, 85, 991);"
272;30;730.46;94;569;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (272, 30, 730.46, 94, 569);"
273;23;6.26;97;123;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (273, 23, 6.26, 97, 123);"
274;27;906.49;36;196;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (274, 27, 906.49, 36, 196);"
275;98;366.16;42;990;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (275, 98, 366.16, 42, 990);"
276;77;25.01;10;406;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (276, 77, 25.01, 10, 406);"
277;32;81.88;100;322;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (277, 32, 81.88, 100, 322);"
278;100;645.56;44;537;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (278, 100, 645.56, 44, 537);"
279;21;913.06;83;276;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (279, 21, 913.06, 83, 276);"
280;69;937.66;23;962;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (280, 69, 937.66, 23, 962);"
281;44;182.08;3;418;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (281, 44, 182.08, 3, 418);"
282;84;186.62;41;280;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (282, 84, 186.62, 41, 280);"
283;53;445.43;36;653;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (283, 53, 445.43, 36, 653);"
284;31;373.15;17;270;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (284, 31, 373.15, 17, 270);"
285;61;426.76;58;694;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (285, 61, 426.76, 58, 694);"
286;97;540.68;63;485;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (286, 97, 540.68, 63, 485);"
287;34;839.53;6;531;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (287, 34, 839.53, 6, 531);"
288;27;647.56;18;146;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (288, 27, 647.56, 18, 146);"
289;92;937.78;94;972;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (289, 92, 937.78, 94, 972);"
290;46;345.54;24;538;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (290, 46, 345.54, 24, 538);"
291;52;393.37;90;183;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (291, 52, 393.37, 90, 183);"
292;70;740.1;64;972;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (292, 70, 740.1, 64, 972);"
293;75;453.02;39;489;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (293, 75, 453.02, 39, 489);"
294;67;883.72;45;755;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (294, 67, 883.72, 45, 755);"
295;61;481.78;84;597;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (295, 61, 481.78, 84, 597);"
296;35;924.52;23;657;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (296, 35, 924.52, 23, 657);"
297;81;772.25;40;993;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (297, 81, 772.25, 40, 993);"
298;36;916.98;37;70;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (298, 36, 916.98, 37, 70);"
299;2;436.36;58;595;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (299, 2, 436.36, 58, 595);"
300;79;548.39;41;475;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (300, 79, 548.39, 41, 475);"
301;13;37.93;17;928;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (301, 13, 37.93, 17, 928);"
302;32;929.96;91;210;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (302, 32, 929.96, 91, 210);"
303;43;709.46;98;248;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (303, 43, 709.46, 98, 248);"
304;15;196.66;22;286;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (304, 15, 196.66, 22, 286);"
305;100;847.99;12;523;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (305, 100, 847.99, 12, 523);"
306;42;495.71;32;880;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (306, 42, 495.71, 32, 880);"
307;41;390.94;66;427;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (307, 41, 390.94, 66, 427);"
308;34;526.71;5;105;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (308, 34, 526.71, 5, 105);"
309;84;866.06;69;56;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (309, 84, 866.06, 69, 56);"
310;82;906.7;77;688;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (310, 82, 906.7, 77, 688);"
311;73;453.53;52;303;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (311, 73, 453.53, 52, 303);"
312;44;353.9;43;416;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (312, 44, 353.9, 43, 416);"
313;26;249.12;7;520;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (313, 26, 249.12, 7, 520);"
314;87;121.6;3;306;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (314, 87, 121.6, 3, 306);"
315;80;328.49;92;535;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (315, 80, 328.49, 92, 535);"
316;3;719.51;61;326;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (316, 3, 719.51, 61, 326);"
317;82;277.62;5;234;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (317, 82, 277.62, 5, 234);"
318;76;419.6;50;875;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (318, 76, 419.6, 50, 875);"
319;67;225.93;15;232;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (319, 67, 225.93, 15, 232);"
320;17;872.69;83;64;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (320, 17, 872.69, 83, 64);"
321;96;476.29;39;103;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (321, 96, 476.29, 39, 103);"
322;32;663.8;39;944;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (322, 32, 663.8, 39, 944);"
323;45;722.53;8;109;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (323, 45, 722.53, 8, 109);"
324;98;927.72;62;549;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (324, 98, 927.72, 62, 549);"
325;80;596.24;97;168;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (325, 80, 596.24, 97, 168);"
326;82;206.41;13;608;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (326, 82, 206.41, 13, 608);"
327;88;785.03;14;842;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (327, 88, 785.03, 14, 842);"
328;54;606.92;58;411;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (328, 54, 606.92, 58, 411);"
329;38;514.3;6;869;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (329, 38, 514.3, 6, 869);"
330;69;762.55;20;371;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (330, 69, 762.55, 20, 371);"
331;26;421.3;95;958;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (331, 26, 421.3, 95, 958);"
332;72;803.15;61;206;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (332, 72, 803.15, 61, 206);"
333;62;359.94;31;513;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (333, 62, 359.94, 31, 513);"
334;62;644.41;85;310;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (334, 62, 644.41, 85, 310);"
335;81;188.51;61;342;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (335, 81, 188.51, 61, 342);"
336;38;790.39;14;108;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (336, 38, 790.39, 14, 108);"
337;81;806.28;21;828;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (337, 81, 806.28, 21, 828);"
338;45;671.11;31;336;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (338, 45, 671.11, 31, 336);"
339;11;349.57;72;165;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (339, 11, 349.57, 72, 165);"
340;26;927.81;37;595;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (340, 26, 927.81, 37, 595);"
341;92;42.56;18;950;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (341, 92, 42.56, 18, 950);"
342;38;72.42;4;283;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (342, 38, 72.42, 4, 283);"
343;23;445.37;84;657;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (343, 23, 445.37, 84, 657);"
344;90;543.18;70;284;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (344, 90, 543.18, 70, 284);"
345;51;65;42;948;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (345, 51, 65, 42, 948);"
346;1;865.66;59;287;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (346, 1, 865.66, 59, 287);"
347;6;832.24;12;413;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (347, 6, 832.24, 12, 413);"
348;50;661.21;76;964;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (348, 50, 661.21, 76, 964);"
349;51;117.31;27;540;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (349, 51, 117.31, 27, 540);"
350;95;463.4;4;196;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (350, 95, 463.4, 4, 196);"
351;33;9.88;81;633;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (351, 33, 9.88, 81, 633);"
352;5;830.87;52;480;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (352, 5, 830.87, 52, 480);"
353;85;331.74;9;337;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (353, 85, 331.74, 9, 337);"
354;1;2.74;36;429;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (354, 1, 2.74, 36, 429);"
355;26;526.34;36;614;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (355, 26, 526.34, 36, 614);"
356;41;991.42;73;715;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (356, 41, 991.42, 73, 715);"
357;41;262.49;76;927;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (357, 41, 262.49, 76, 927);"
358;95;828.24;3;872;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (358, 95, 828.24, 3, 872);"
359;79;948.43;12;203;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (359, 79, 948.43, 12, 203);"
360;35;597.36;73;206;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (360, 35, 597.36, 73, 206);"
361;19;766.16;69;781;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (361, 19, 766.16, 69, 781);"
362;64;700.08;52;59;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (362, 64, 700.08, 52, 59);"
363;66;30.92;47;424;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (363, 66, 30.92, 47, 424);"
364;53;2.85;43;434;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (364, 53, 2.85, 43, 434);"
365;30;516.77;50;20;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (365, 30, 516.77, 50, 20);"
366;64;291.15;85;807;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (366, 64, 291.15, 85, 807);"
367;40;197.85;43;78;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (367, 40, 197.85, 43, 78);"
368;98;875.89;80;375;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (368, 98, 875.89, 80, 375);"
369;49;736.18;75;568;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (369, 49, 736.18, 75, 568);"
370;33;510.49;54;19;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (370, 33, 510.49, 54, 19);"
371;98;954.51;88;610;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (371, 98, 954.51, 88, 610);"
372;43;389.48;63;826;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (372, 43, 389.48, 63, 826);"
373;53;962.8;18;255;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (373, 53, 962.8, 18, 255);"
374;27;164.99;93;544;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (374, 27, 164.99, 93, 544);"
375;34;847.83;52;205;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (375, 34, 847.83, 52, 205);"
376;91;769.35;57;41;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (376, 91, 769.35, 57, 41);"
377;10;448.23;24;529;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (377, 10, 448.23, 24, 529);"
378;11;107.12;23;167;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (378, 11, 107.12, 23, 167);"
379;35;700.57;14;108;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (379, 35, 700.57, 14, 108);"
380;22;340.68;48;657;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (380, 22, 340.68, 48, 657);"
381;36;779.62;20;882;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (381, 36, 779.62, 20, 882);"
382;59;967.63;74;399;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (382, 59, 967.63, 74, 399);"
